NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
"Vājpiena biezpiens Valmiera 0,5% 180g",84.8,0.5,0,1.8,0,18,0,5.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_287793_PCE_LV",Piena produkti,0.99
Siers Džiugas rīvēts 40% 100g,361.1,26,18,0,0,33,2,21.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_216768_PCE_LV",Piena produkti,2.19
Sviesta kruasāni mini saldēti 300g,353.3,20.2,9,35.9,4.7,5.8,0.8,13.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_918236_PCE_LV",Piena produkti,4.19
"Piens Annele EKO 2,5% 900ml",54.3,2.5,1.5,4.7,4.7,3.2,0.1,1.72,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_297882_PCE_LV",Piena produkti,1.55
Kartupeļu pankūkas Farm Frites 540g,114.7,2,0.3,19.4,2.2,2.9,2.3,5.17,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_286624_PCE_LV",Piena produkti,2.79
"Piens Annele lauku 3,5% 2l",63.1,3.5,2.1,4.7,4.7,3.2,0,1.4,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_290896_PCE_LV",Piena produkti,2.79
Majonēze Francis Provansas 500g,611.1,67,8.5,2.4,2.2,1.6,1.2,4.98,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_214153_PCE_LV",Piena produkti,2.49
Raudzēts piena produkts Lakto klasiskais 450g,48.3,2,1,4.7,4.7,2.8,0,3.82,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_282380_PCE_LV",Piena produkti,1.72
"Piens Rimi 2%, 0,5L",49.0,2,1.4,4.5,4.5,3.2,0.1,1.38,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_812466_PCE_LV",Piena produkti,0.69
Krēmsiers Baltais klasiskais 400g,207.0,17.8,12.3,4.3,4.3,7.5,0.2,6.72,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_912494_PCE_LV",Piena produkti,2.69
