NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
Mellenes Laima tumšajā šokolādē 140g,463.9,21,13,60,48,4.5,0,24.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_193567_PCE_LV",Saldumi,3.49
Čipsi Awake banānu 200g,549.2,30.3,29.8,62.1,21.7,1.7,0.4,11.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_804361_PCE_LV",Saldumi,2.29
Vafeļu stobriņi ar vaniļas pildījumu 1kg,499.5,23.6,11.6,63.3,23.3,8.3,0.2,5.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_119879_KGM_LV",Saldumi,5.99
Čipsi Ādažu ar dillēm 100g,523.2,30,13.7,54,5.2,6.3,1.4,17.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_199796_PCE_LV",Saldumi,1.75
Batoniņš Laima Serenāde šokolādes 40g,496.9,26.5,0,56.6,56,6,0,28.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_111905_PCE_LV",Saldumi,1.15
Žagariņi Rožu saldie 400g,434.5,20,5,59,32,4.4,1,17.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_289112_PCE_LV",Saldumi,6.99
Konfektes Rimi Gotiņa zemesriekstu kg,388.6,5.8,2.8,80.2,75,2.8,0,6.35,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_803196_KGM_LV",Saldumi,6.35
Ekoloģiski ciedru rieksti I Love Eco 60g,700.0,68,4.9,9.4,3.6,14,0,96.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810531_PCE_LV",Saldumi,5.79
Cepumi gredzeni ar riekstiem 1kg,523.4,26,7.4,63,24,8.5,0.2,4.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_140415_KGM_LV",Saldumi,4.99
"Saulespuķu sēklas Rimi melnās, grauzdētas, nelobītas 300g",640.3,56,5.7,8.1,2.1,24,0,9.63,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_812437_PCE_LV",Saldumi,2.89
