NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
Kliju maize Druva Spēkavotu 250g,260.0,2.5,0.5,50,1,8.6,0,3.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_905062_PCE_LV",Maizes produkti,0.95
Saldskābmaize Limbažu ar sēklām un graudiem 300g,289.9,6.2,0.3,49,5.6,7.6,1,5.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_909816_PCE_LV",Maizes produkti,1.79
Kviešu saldskābā maize Lielezers 580g,246.2,0.8,0,52,6.2,5.7,0,4.12,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_211435_PCE_LV",Maizes produkti,2.39
Groziņi Flora sāļās laiviņas 140g,564.8,36,25,50,6,8.1,9,22.79,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_215088_PCE_LV",Maizes produkti,3.19
Kuršu saldskābmaize 390g,249.8,1.4,0.3,48,4.5,8.3,1,3.31,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_275911_PCE_LV",Maizes produkti,1.29
Maize ar olīvām kalamata 330g,241.6,4.4,0.5,43,0.5,5.9,1.4,6.03,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_924216_PCE_LV",Maizes produkti,1.99
Tostermaize Fazer Ierauga 450g,271.7,1.6,0.2,50.6,2.5,9.5,1.2,3.09,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4000174_PCE_LV",Maizes produkti,1.39
Torte Cielaviņa 700g,475.4,28,12,47,41,9,0.2,20.56,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_214948_PCE_LV",Maizes produkti,14.39
Rudzu sausmaizītes Finn Crisp 200g,341.5,2.6,0.4,59,1.6,10,0,8.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_102773_PCE_LV",Maizes produkti,1.79
Sausmaizītes Selga Nature ar timiānu un sēklām 200g,523.9,35,3.8,28,1.8,17,1.5,16.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4002821_PCE_LV",Maizes produkti,3.39
Rupjmaize Liepkalni pilngraudu bez rauga 400g,259.1,1.4,0.1,48.3,6.1,7.5,1.1,3.62,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_293809_PCE_LV",Maizes produkti,1.45
Rupjmaize Dzirnavu Borodina 250g,251.4,1.1,0,52,8.2,6.1,0,5.56,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_299244_PCE_LV",Maizes produkti,1.39
Pīrādziņi ekskluzīvie atlaidināti kg,435.5,24,11,42,4.6,12,1.8,9.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_232880_KGM_LV",Maizes produkti,9.99
Ierauga maize Fazer 500g,267.4,2.1,0.2,51.6,3.6,8.8,1.4,3.58,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4003838_PCE_LV",Maizes produkti,1.79
Biezpiena cepumi kg,394.8,22.5,14.9,39.4,19.9,8.7,0.2,9.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_929575_KGM_LV",Maizes produkti,9.99
Maize graudu bez pievienota cukura 200g,283.2,1.3,0.1,53.3,0.6,10.9,0.9,4.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_909875_PCE_LV",Maizes produkti,0.89
